"","cond((Int))","disp((Int))","cond(DC)","cond(diversity)","cond(position)","cond(smooth)","cond(DC:diversity)","cond(DC:position)","cond(DC:smooth)","cond(diversity:position)","cond(diversity:smooth)","cond(position:smooth)","cond(DC:diversity:position)","cond(DC:diversity:smooth)","cond(DC:position:smooth)","cond(diversity:position:smooth)","cond(DC:diversity:position:smooth)","df","logLik","AICc","delta","weight"
"70",2.01983022087854,"+","+","+","+","+","+","+","+","+","+","+","+","+",NA,NA,NA,30,107009.875104165,-213959.281576432,34.5658420069667,1.06727237311541e-08
"71",2.00733918951666,"+","+","+","+","+","+","+","+","+","+","+","+",NA,"+",NA,NA,30,107009.816246078,-213959.163860259,34.6835581806663,1.00626768315482e-08
"72",2.01467953705971,"+","+","+","+","+","+","+","+","+","+","+","+",NA,NA,"+",NA,30,107009.811127703,-213959.153623509,34.6937949299754,1.00113038666919e-08
"73",2.01609697043102,"+","+","+","+","+","+","+","+",NA,"+","+",NA,"+","+",NA,NA,32,107009.860234376,-213955.188076516,38.6593419233686,1.37842472641458e-09
"74",2.01085306247326,"+","+","+","+","+",NA,"+","+","+","+","+",NA,NA,"+","+",NA,32,107009.797294433,-213955.062196629,38.7852218103362,1.29434063209368e-09
"75",2.00565378796131,"+","+","+","+","+","+",NA,"+","+","+","+",NA,"+",NA,"+",NA,32,107009.589575968,-213954.646759699,39.2006587402138,1.05156858104268e-09
"76",2.01192364755617,"+","+","+","+","+","+","+","+","+","+","+",NA,"+","+",NA,NA,33,107009.888376356,-213953.210943332,40.636475106905,5.12925203181099e-10
"77",2.01931708575419,"+","+","+","+","+","+","+","+","+","+","+",NA,"+",NA,"+",NA,33,107009.883196573,-213953.200583765,40.6468346740876,5.1027523069702e-10
"78",2.00674956018651,"+","+","+","+","+","+","+","+","+","+","+",NA,NA,"+","+",NA,33,107009.824277488,-213953.082745597,40.7646728423715,4.81078839443499e-10
"79",2.01400391791604,"+","+","+","+","+","+","+","+","+","+","+","+","+","+",NA,NA,34,107009.895814752,-213951.191377297,42.65604114288,1.86857634446287e-10
"80",2.02153772488595,"+","+","+","+","+","+","+","+","+","+","+","+","+",NA,"+",NA,34,107009.890667867,-213951.181083526,42.6663349131122,1.85898370397259e-10
"81",2.00890671631259,"+","+","+","+","+","+","+","+","+","+","+","+",NA,"+","+",NA,34,107009.831873751,-213951.063495294,42.783923144947,1.75283736565335e-10
"82",2.01352195569403,"+","+","+","+","+","+","+","+","+","+","+",NA,"+","+","+",NA,37,107009.903899622,-213945.098056689,48.7493617504369,8.87898021724113e-12
"83",2.01572638183853,"+","+","+","+","+","+","+","+","+","+","+","+","+","+","+",NA,38,107009.911370723,-213943.074445561,50.7729728785052,3.22805938143578e-12
"84",2.01099339866367,"+","+","+","+","+","+","+","+","+","+","+","+","+","+","+","+",42,107009.931257684,-213934.949702631,58.8977158081834,5.55489692255357e-14
"85",2.23912258776631,"+",NA,NA,"+","+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,106209.072794407,-212402.109507632,1591.73791080748,0
"86",2.22125392435772,"+","+",NA,"+","+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,106209.502038926,-212400.95896507,1592.88845336938,0
"87",2.24393136679421,"+",NA,"+","+","+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,106209.102462973,-212400.159813165,1593.68760527438,0
